"noindex","log1","lat1","log2","lat2","log3","lat3","log4","lat4","row","col","centerlog","centerlat","area"
1028,121.557,25.08,121.562,25.08,121.557,25.085,121.562,25.085,25,21,121.5595,25.0825,"zhongshan"
1029,121.562,25.08,121.567,25.08,121.562,25.085,121.567,25.085,25,22,121.5645,25.0825,"zhongshan"
1030,121.552,25.085,121.557,25.085,121.552,25.09,121.557,25.09,26,20,121.5545,25.0875,"zhongshan"
1031,121.557,25.085,121.562,25.085,121.557,25.09,121.562,25.09,26,21,121.5595,25.0875,"zhongshan"
1032,121.552,25.09,121.557,25.09,121.552,25.095,121.557,25.095,27,20,121.5545,25.0925,"zhongshan"
1033,121.522,25.07,121.527,25.07,121.522,25.075,121.527,25.075,23,14,121.5245,25.0725,"zhongshan"
1034,121.522,25.08,121.527,25.08,121.522,25.085,121.527,25.085,25,14,121.5245,25.0825,"zhongshan"
1035,121.527,25.08,121.532,25.08,121.527,25.085,121.532,25.085,25,15,121.5295,25.0825,"zhongshan"
1036,121.527,25.085,121.532,25.085,121.527,25.09,121.532,25.09,26,15,121.5295,25.0875,"zhongshan"
1037,121.532,25.085,121.537,25.085,121.532,25.09,121.537,25.09,26,16,121.5345,25.0875,"zhongshan"
1038,121.532,25.09,121.537,25.09,121.532,25.095,121.537,25.095,27,16,121.5345,25.0925,"zhongshan"
1039,121.537,25.09,121.542,25.09,121.537,25.095,121.542,25.095,27,17,121.5395,25.0925,"zhongshan"
1040,121.542,25.09,121.547,25.09,121.542,25.095,121.547,25.095,27,18,121.5445,25.0925,"zhongshan"
1041,121.547,25.09,121.552,25.09,121.547,25.095,121.552,25.095,27,19,121.5495,25.0925,"zhongshan"
1042,121.542,25.06,121.547,25.06,121.542,25.065,121.547,25.065,21,18,121.5445,25.0625,"zhongshan"
1043,121.537,25.065,121.542,25.065,121.537,25.07,121.542,25.07,22,17,121.5395,25.0675,"zhongshan"
1044,121.542,25.065,121.547,25.065,121.542,25.07,121.547,25.07,22,18,121.5445,25.0675,"zhongshan"
1045,121.537,25.07,121.542,25.07,121.537,25.075,121.542,25.075,23,17,121.5395,25.0725,"zhongshan"
1046,121.542,25.07,121.547,25.07,121.542,25.075,121.547,25.075,23,18,121.5445,25.0725,"zhongshan"
1047,121.547,25.07,121.552,25.07,121.547,25.075,121.552,25.075,23,19,121.5495,25.0725,"zhongshan"
1048,121.547,25.075,121.552,25.075,121.547,25.08,121.552,25.08,24,19,121.5495,25.0775,"zhongshan"
1049,121.522,25.01,121.527,25.01,121.522,25.015,121.527,25.015,11,14,121.5245,25.0125,"zhongzheng"
1050,121.527,25.01,121.532,25.01,121.527,25.015,121.532,25.015,11,15,121.5295,25.0125,"zhongzheng"
1051,121.517,25.015,121.522,25.015,121.517,25.02,121.522,25.02,12,13,121.5195,25.0175,"zhongzheng"
1052,121.522,25.015,121.527,25.015,121.522,25.02,121.527,25.02,12,14,121.5245,25.0175,"zhongzheng"
1053,121.527,25.015,121.532,25.015,121.527,25.02,121.532,25.02,12,15,121.5295,25.0175,"zhongzheng"
1054,121.517,25.02,121.522,25.02,121.517,25.025,121.522,25.025,13,13,121.5195,25.0225,"zhongzheng"
1055,121.512,25.025,121.517,25.025,121.512,25.03,121.517,25.03,14,12,121.5145,25.0275,"zhongzheng"
1056,121.507,25.03,121.512,25.03,121.507,25.035,121.512,25.035,15,11,121.5095,25.0325,"zhongzheng"
1057,121.512,25.03,121.517,25.03,121.512,25.035,121.517,25.035,15,12,121.5145,25.0325,"zhongzheng"
1058,121.517,25.03,121.522,25.03,121.517,25.035,121.522,25.035,15,13,121.5195,25.0325,"zhongzheng"
1059,121.512,25.035,121.517,25.035,121.512,25.04,121.517,25.04,16,12,121.5145,25.0375,"zhongzheng"
1060,121.517,25.035,121.522,25.035,121.517,25.04,121.522,25.04,16,13,121.5195,25.0375,"zhongzheng"
1061,121.512,25.04,121.517,25.04,121.512,25.045,121.517,25.045,17,12,121.5145,25.0425,"zhongzheng"
1062,121.517,25.04,121.522,25.04,121.517,25.045,121.522,25.045,17,13,121.5195,25.0425,"zhongzheng"
1063,121.522,25.04,121.527,25.04,121.522,25.045,121.527,25.045,17,14,121.5245,25.0425,"zhongzheng"
1064,121.527,25.04,121.532,25.04,121.527,25.045,121.532,25.045,17,15,121.5295,25.0425,"zhongzheng"
1065,121.522,25.02,121.527,25.02,121.522,25.025,121.527,25.025,13,14,121.5245,25.0225,"zhongzheng"
1066,121.527,25.02,121.532,25.02,121.527,25.025,121.532,25.025,13,15,121.5295,25.0225,"zhongzheng"
1067,121.517,25.025,121.522,25.025,121.517,25.03,121.522,25.03,14,13,121.5195,25.0275,"zhongzheng"
1068,121.522,25.025,121.527,25.025,121.522,25.03,121.527,25.03,14,14,121.5245,25.0275,"zhongzheng"
1069,121.522,25.03,121.527,25.03,121.522,25.035,121.527,25.035,15,14,121.5245,25.0325,"zhongzheng"
1070,121.527,25.03,121.532,25.03,121.527,25.035,121.532,25.035,15,15,121.5295,25.0325,"zhongzheng"
1071,121.522,25.035,121.527,25.035,121.522,25.04,121.527,25.04,16,14,121.5245,25.0375,"zhongzheng"
1072,121.527,25.035,121.532,25.035,121.527,25.04,121.532,25.04,16,15,121.5295,25.0375,"zhongzheng"
1073,121.507,25.02,121.512,25.02,121.507,25.025,121.512,25.025,13,11,121.5095,25.0225,"zhongzheng"
1074,121.512,25.02,121.517,25.02,121.512,25.025,121.517,25.025,13,12,121.5145,25.0225,"zhongzheng"
1075,121.507,25.025,121.512,25.025,121.507,25.03,121.512,25.03,14,11,121.5095,25.0275,"zhongzheng"
1076,121.507,25.035,121.512,25.035,121.507,25.04,121.512,25.04,16,11,121.5095,25.0375,"zhongzheng"
1077,121.507,25.04,121.512,25.04,121.507,25.045,121.512,25.045,17,11,121.5095,25.0425,"zhongzheng"
1078,121.527,25.005,121.532,25.005,121.527,25.01,121.532,25.01,10,15,121.5295,25.0075,"zhongzheng"
1079,121.532,25.005,121.537,25.005,121.532,25.01,121.537,25.01,10,16,121.5345,25.0075,"zhongzheng"
1080,121.522,25.045,121.527,25.045,121.522,25.05,121.527,25.05,18,14,121.5245,25.0475,"zhongzheng"
1081,121.527,25.045,121.532,25.045,121.527,25.05,121.532,25.05,18,15,121.5295,25.0475,"zhongzheng"
